    37.5000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000    0.0000000000   25.0000000000
    75.0000000000   57.4000015259   63.2599983215   24.8924999237   35.3774986267   48.6025009155   55.2900009155   38.0325012207   52.3950004578   61.7075004578   59.1100006104   45.3875007629   44.1800003052   50.4300003052   39.0499992371   67.0250015259   41.0250015259   49.7599983215   51.1650009155   45.2849998474   18.9624996185   36.7200012207   52.9099998474   50.5349998474   42.6300010681   15.0675001144   45.5000000000   56.2700004578   51.4850006104   49.0774993896   50.7299995422   51.8675003052   64.6399993896   47.6674995422   22.1424999237   17.7250003815   47.4949989319   60.3450012207   32.3474998474   47.8125000000   52.0950012207   12.9899997711   48.5299987793   23.7049999237   36.0900001526   53.0149993896   52.4350013733   51.0000000000   51.4399986267   50.0000000000
    75.0000000000   37.3800010681   39.1699981689   40.0400009155   46.7625007629   48.9799995422   53.7400016785   47.0800018311   50.7675018311   27.7124996185   51.8250007629   28.9150009155   58.1399993896   53.4949989319   29.9500007629   35.9500007629   50.0224990845   17.7049999237   53.9049987793   40.0349998474   19.4249992371   34.7999992371   21.7999992371   10.8000001907   37.1949996948   14.6049995422   32.3100013733   23.2950000763   53.8699989319   53.5275001526   66.0550003052   53.6324996948   21.8750000000   32.4300003052   22.7000007629   30.8700008392   11.7700004578   71.2574996948   26.5625000000   62.2449989319   48.3349990845   25.0000000000   26.3850002289   68.0199966431   53.0649986267   15.0500001907   15.9799995422   15.7500000000   36.8499984741   50.0000000000
    75.0000000000   36.2299995422   48.2849998474   26.1774997711   26.8349990845   45.4850006104   51.0499992371   28.7849998474   57.2825012207   51.9824981689   55.5924987793   50.4075012207   74.6399993896   56.4524993896   38.9949989319   53.7750015259   32.0200004578   64.5149993896   27.5499992371   52.6725006104   24.2800006866   52.9500007629   23.4349994659   19.2000007629   51.8899993896   27.8199996948   34.6749992371   50.0000000000   21.0699996948   51.2849998474   22.0650005341   30.7049999237   15.0000000000   55.0924987793   24.6075000763   19.7350006104   23.2049999237   56.4474983215   53.3624992371   68.0224990845   35.4350013733   14.6000003815   39.0050010681   17.2649993896   58.1300010681   16.4500007629   14.7500000000   47.6199989319   60.7299995422   50.0000000000
    75.0000000000   55.1575012207   65.6999969482   48.9975013733   26.8125000000   52.8875007629   15.6400003433   51.4449996948   26.1450004578   51.9824981689   43.9350013733   30.8125000000   43.9700012207   39.5999984741   21.6550006866   34.4000015259   43.2500000000   18.7049999237   46.5499992371   54.4925003052   33.2599983215   44.4749984741   23.6499996185   18.2999992371   24.7150001526   30.5499992371   37.5449981689   44.4049987793   27.4099998474   39.9900016785   41.8274993896   46.8199996948   14.7274999619   71.6524963379   56.6025009155   50.7200012207   30.0200004578   54.3849983215   54.9700012207   47.3424987793   51.6850013733   19.9899997711   43.4799995422   53.3149986267   59.5200004578   19.6000003815   39.3499984741   17.5000000000   22.7999992371   50.0000000000
    75.0000000000   76.9225006104   56.9025001526   34.5600013733   27.8999996185   45.7024993896   29.0900001526   42.2024993896   44.9500007629   52.3224983215   57.4300003052   72.0149993896   33.6599998474   29.9825000763   21.6000003815   30.5300006866   40.9674987793   43.7775001526   29.2275009155   20.6625003815   19.2350006104   60.2999992371   61.7000007629   16.3500003815   38.2449989319   22.4375000000   44.4824981689   57.6599998474   39.7150001526   51.4775009155   32.0675010681   48.6300010681   73.6524963379   40.5299987793   46.5125007629   32.7999992371   70.9449996948   30.7700004578   75.7799987793   49.0924987793   39.5849990845   28.2049999237   26.2950000763   17.9950008392   51.5449981689   33.9550018311   49.2000007629   16.2500000000   21.7099990845   50.0000000000
    75.0000000000   58.2174987793   57.5525016785   36.4124984741   28.9050006866   75.1025009155   55.1300010681   36.7799987793   35.5250015259   21.3899993896   59.4324989319   52.6274986267   37.7150001526   27.7525005341   44.7350006104   31.8199996948   47.4350013733   45.9275016785   46.3424987793   27.1350002289   19.0874996185   52.9500007629   40.3950004578    9.0000000000   49.7849998474   20.6275005341   32.8824996948   53.9650001526   41.0400009155   64.3450012207   18.7325000763   52.5224990845   16.8750000000   33.4124984741   28.1375007629   40.8450012207   59.6300010681   47.5950012207   32.3474998474   54.4724998474   39.0550003052   59.9749984741   32.2949981689   32.4500007629   51.0099983215   47.9350013733   34.7299995422   11.2500000000   60.7900009155   50.0000000000
    75.0000000000   78.1374969482   45.7350006104   32.6699981689   55.1100006104   34.5125007629   20.7700004578   69.3949966431   34.0750007629   35.5400009155   55.3074989319   77.8750000000   65.1200027466   49.3125000000   22.3649997711   41.1199989319   49.6875000000   23.2199993134   71.7200012207   37.6274986267   23.3150005341   52.9500007629   24.1350002289   22.5149993896   33.6450004578   35.4700012207   45.2449989319   49.2599983215   73.0449981689   26.0125007629   16.1924991608   38.2224998474   28.9274997711   39.9324989319   22.6250000000   23.9799995422   11.2200002670   67.1050033569   52.3675003052   53.7224998474   61.8100013733   50.4949989319   45.0724983215   25.3700008392   36.1450004578   34.5299987793   66.4100036621   16.4799995422   26.6350002289   50.0000000000
    75.0000000000   47.4000015259   50.3450012207   40.0525016785   55.1100006104   46.3325004578   23.1599998474   65.5524978638   39.5800018311   43.7000007629   52.2449989319   80.3750000000   60.1250000000   27.0725002289   44.7350006104   67.0650024414   65.9349975586   18.4899997711   57.2200012207   28.2749996185   30.7374992371   56.2799987793   38.3250007629   63.3450012207   42.4749984741   50.8349990845   65.9424972534   55.2000007629   80.8799972534   52.6175003052   19.3675003052   44.2449989319   42.6974983215   59.0649986267   40.5074996948   47.8800010681   12.1999998093   32.5600013733   32.9000015259   31.3675003052   21.8549995422   26.6350002289   68.2925033569   19.5349998474   59.7700004578   60.8699989319   24.6000003815   70.6600036621   31.7649993896   50.0000000000
    75.0000000000   42.9350013733   38.1324996948   36.3199996948   28.6650009155   52.8875007629   52.3800010681   29.6849994659   60.2700004578   65.6149978638   53.8349990845   84.5575027466   24.7999992371   38.1800003052   21.5224990845   54.9150009155   39.4075012207   33.1100006104   75.3249969482   49.9099998474   34.2750015259   55.1100006104   40.3175010681    7.8000001907   62.9599990845   43.5050010681   44.3824996948   46.4500007629   64.7750015259   41.6450004578   25.3999996185   33.6599998474   73.6650009155   67.6999969482   65.3099975586   40.4900016785   25.0100002289   37.8400001526   24.0874996185   88.5250015259   22.0349998474   35.7299995422   35.5175018311   62.2849998474   35.6800003052   60.9350013733   51.3050003052   40.7099990845   70.3700027466   50.0000000000
